s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,"Sukollawat Kanarot, Sushar Manaying, Pavarit Mongkolpisit, Sahajak Boonthanakit, Suthipongse Thatphithakkul, Bhasaworn Bawronkirati, Daweerit Chullasapya, Waratthaya Wongchayaporn, Kittiphoom Wongpentak, Abhicha Thanachanun, Nophand Boonyai, Kittipong Khamsat, Arisara Wongchalee, Jaytiya Naiwattanakul, Pantipa Arunwattanachai, Panupan Jantanawong, Kungtap Saelim, Phumphat Chartsuriyakiat, Issara Veranitinunt, Keerati Sivakuae, Panjai Sirisuwan, Supranee Charoenpol, Suda Chuenban, Visaka Banhansupavat, Pitchatorn Santinatornkul",,"September 23, 2021",2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure","STRUGGLING TO EARN A LIVING IN BANGKOK, A MAN JOINS AN EMERGENCY RESCUE SERVICE AND REALIZES HE MUST UNRAVEL A CITYWIDE CONSPIRACY."
s13,Movie,Je Suis Karl,Christian Schwochow,"Luna Wedler, Jannis Niewöhner, Milan Peschel, Edin Hasanović, Anna Fialová, Marlon Boess, Victor Boccard, Fleur Geffrier, Aziz Dyab, Mélanie Fouché, Elizaveta Maximová","Germany, Czech Republic","September 23, 2021",2021,TV-MA,127 min,"Dramas, International Movies","AFTER MOST OF HER FAMILY IS MURDERED IN A TERRORIST BOMBING, A YOUNG WOMAN IS UNKNOWINGLY LURED INTO JOINING THE VERY GROUP THAT KILLED THEM."
s14,Movie,Confessions of an Invisible Girl,Bruno Garotti,"Klara Castanho, Lucca Picon, Júlia Gomes, Marcus Bessa, Kiria Malheiros, Fernanda Concon, Gabriel Lima, Caio Cabral, Leonardo Cidade, Jade Cardozo",,"September 22, 2021",2021,TV-PG,91 min,"Children & Family Movies, Comedies","WHEN THE CLEVER BUT SOCIALLY-AWKWARD TETÊ JOINS A NEW SCHOOL, SHE'LL DO ANYTHING TO FIT IN. BUT THE QUEEN BEE AMONG HER CLASSMATES HAS OTHER IDEAS."
s15,TV Show,Crime Stories: India Detectives,,,,"September 22, 2021",2021,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries",CAMERAS FOLLOWING BENGALURU POLICE ON THE JOB OFFER A RARE GLIMPSE INTO THE COMPLEX AND CHALLENGING INNER WORKINGS OF FOUR MAJOR CRIME INVESTIGATIONS.
s16,TV Show,Dear White People,,"Logan Browning, Brandon P. Bell, DeRon Horton, Antoinette Robertson, John Patrick Amedori, Ashley Blaine Featherson, Marque Richardson, Giancarlo Esposito",United States,"September 22, 2021",2021,TV-MA,4 Seasons,"TV Comedies, TV Dramas","\"STUDENTS OF COLOR NAVIGATE THE DAILY SLIGHTS AND SLIPPERY POLITICS OF LIFE AT AN IVY LEAGUE COLLEGE THAT'S NOT NEARLY AS \"\"POST-RACIAL\"\" AS IT THINKS.\""
s17,Movie,Europe's Most Dangerous Man: Otto Skorzeny in Spain,"Pedro de Echave García, Pablo Azorín Williams",,,"September 22, 2021",2020,TV-MA,67 min,"Documentaries, International Movies","DECLASSIFIED DOCUMENTS REVEAL THE POST-WWII LIFE OF OTTO SKORZENY, A CLOSE HITLER ALLY WHO ESCAPED TO SPAIN AND BECAME AN ADVISER TO WORLD PRESIDENTS."
s18,TV Show,Falsa identidad,,"Luis Ernesto Franco, Camila Sodi, Sergio Goyri, Samadhi Zendejas, Eduardo Yáñez, Sonya Smith, Alejandro Camacho, Azela Robinson, Uriel del Toro, Géraldine Bazán, Gabriela Roel, Marcus Ornellas",Mexico,"September 22, 2021",2020,TV-MA,2 Seasons,"Crime TV Shows, Spanish-Language TV Shows, TV Dramas",STRANGERS DIEGO AND ISABEL FLEE THEIR HOME IN MEXICO AND PRETEND TO BE A MARRIED COUPLE TO ESCAPE HIS DRUG-DEALING ENEMIES AND HER ABUSIVE HUSBAND.
s19,Movie,Intrusion,Adam Salky,"Freida Pinto, Logan Marshall-Green, Robert John Burke, Megan Elisabeth Kelly, Sarah Minnich, Hayes Hargrove, Mark Sivertsen, Brandon Fierro, Antonio Valles, Clint Obenchain",,"September 22, 2021",2021,TV-14,94 min,Thrillers,"AFTER A DEADLY HOME INVASION AT A COUPLE’S NEW DREAM HOUSE, THE TRAUMATIZED WIFE SEARCHES FOR ANSWERS — AND LEARNS THE REAL DANGER IS JUST BEGINNING."
s20,TV Show,Jaguar,,"Blanca Suárez, Iván Marcos, Óscar Casas, Adrián Lastra, Francesc Garrido, Stefan Weinert, Julia Möller, Alicia Chojnowski",,"September 22, 2021",2021,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure","IN THE 1960S, A HOLOCAUST SURVIVOR JOINS A GROUP OF SELF-TRAINED SPIES WHO SEEK JUSTICE AGAINST NAZIS FLEEING TO SPAIN TO HIDE AFTER WWII."
s21,TV Show,Monsters Inside: The 24 Faces of Billy Milligan,Olivier Megaton,,,"September 22, 2021",2021,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows","IN THE LATE 1970S, AN ACCUSED SERIAL RAPIST CLAIMS MULTIPLE PERSONALITIES CONTROL HIS BEHAVIOR, SETTING OFF A LEGAL ODYSSEY THAT CAPTIVATES AMERICA."
s22,TV Show,Resurrection: Ertugrul,,"Engin Altan Düzyatan, Serdar Gökhan, Hülya Darcan, Kaan Taşaner, Esra Bilgiç, Osman Soykut, Serdar Deniz, Cengiz Coşkun, Reshad Strik, Hande Subaşı",Turkey,"September 22, 2021",2018,TV-14,5 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas","WHEN A GOOD DEED UNWITTINGLY ENDANGERS HIS CLAN, A 13TH-CENTURY TURKISH WARRIOR AGREES TO FIGHT A SULTAN'S ENEMIES IN EXCHANGE FOR NEW TRIBAL LAND."
s23,Movie,Avvai Shanmughi,K.S. Ravikumar,"Kamal Hassan, Meena, Gemini Ganesan, Heera Rajgopal, Nassar, S.P. Balasubrahmanyam",,"September 21, 2021",1996,TV-PG,161 min,"Comedies, International Movies","NEWLY DIVORCED AND DENIED VISITATION RIGHTS WITH HIS DAUGHTER, A DOTING FATHER DISGUISES HIMSELF AS A GRAY-HAIRED NANNY IN ORDER TO SPEND TIME WITH HER."
s24,Movie,Go! Go! Cory Carson: Chrissy Takes the Wheel,"Alex Woo, Stanley Moore","Maisie Benson, Paul Killam, Kerry Gudjohnsen, AC Lim",,"September 21, 2021",2021,TV-Y,61 min,Children & Family Movies,"FROM ARCADE GAMES TO SLED DAYS AND HICCUP CURES, CORY CARSON’S CURIOUS LITTLE SISTER CHRISSY SPEEDS OFF ON HER OWN FOR FUN AND ADVENTURE ALL OVER TOWN!"
s25,Movie,Jeans,S. Shankar,"Prashanth, Aishwarya Rai Bachchan, Sri Lakshmi, Nassar",India,"September 21, 2021",1998,TV-14,166 min,"Comedies, International Movies, Romantic Movies","WHEN THE FATHER OF THE MAN SHE LOVES INSISTS THAT HIS TWIN SONS MARRY TWIN SISTERS, A WOMAN CREATES AN ALTER EGO THAT MIGHT BE A BIT TOO CONVINCING."
s26,TV Show,Love on the Spectrum,,Brooke Satchwell,Australia,"September 21, 2021",2021,TV-14,2 Seasons,"Docuseries, International TV Shows, Reality TV","FINDING LOVE CAN BE HARD FOR ANYONE. FOR YOUNG ADULTS ON THE AUTISM SPECTRUM, EXPLORING THE UNPREDICTABLE WORLD OF DATING IS EVEN MORE COMPLICATED."
s27,Movie,Minsara Kanavu,Rajiv Menon,"Arvind Swamy, Kajol, Prabhu Deva, Nassar, S.P. Balasubrahmanyam, Girish Karnad",,"September 21, 2021",1997,TV-PG,147 min,"Comedies, International Movies, Music & Musicals",A TANGLED LOVE TRIANGLE ENSUES WHEN A MAN FALLS FOR A WOMAN STUDYING TO BECOME A NUN — AND SHE FALLS FOR THE FRIEND HE ENLISTS TO HELP HIM PURSUE HER.
s28,Movie,Grown Ups,Dennis Dugan,"Adam Sandler, Kevin James, Chris Rock, David Spade, Rob Schneider, Salma Hayek, Maria Bello, Maya Rudolph, Colin Quinn, Tim Meadows, Joyce Van Patten",United States,"September 20, 2021",2010,PG-13,103 min,Comedies,"MOURNING THE LOSS OF THEIR BELOVED JUNIOR HIGH BASKETBALL COACH, FIVE MIDDLE-AGED PALS REUNITE AT A LAKE HOUSE AND REDISCOVER THE JOYS OF BEING A KID."
s29,Movie,Dark Skies,Scott Stewart,"Keri Russell, Josh Hamilton, J.K. Simmons, Dakota Goyo, Kadan Rockett, L.J. Benet, Rich Hutchman, Myndy Crist, Annie Thurman, Jake Brennan",United States,"September 19, 2021",2013,PG-13,97 min,"Horror Movies, Sci-Fi & Fantasy","A FAMILY’S IDYLLIC SUBURBAN LIFE SHATTERS WHEN AN ALIEN FORCE INVADES THEIR HOME, AND AS THEY STRUGGLE TO CONVINCE OTHERS OF THE DEADLY THREAT."
s30,Movie,Paranoia,Robert Luketic,"Liam Hemsworth, Gary Oldman, Amber Heard, Harrison Ford, Lucas Till, Embeth Davidtz, Julian McMahon, Josh Holloway, Richard Dreyfuss, Angela Sarafyan","United States, India, France","September 19, 2021",2013,PG-13,106 min,Thrillers,"BLACKMAILED BY HIS COMPANY'S CEO, A LOW-LEVEL EMPLOYEE FINDS HIMSELF FORCED TO SPY ON THE BOSS'S RIVAL AND FORMER MENTOR."
s31,Movie,Ankahi Kahaniya,"Ashwiny Iyer Tiwari, Abhishek Chaubey, Saket Chaudhary","Abhishek Banerjee, Rinku Rajguru, Delzad Hiwale, Kunal Kapoor, Zoya Hussain, Nikhil Dwivedi, Palomi Ghosh",,"September 17, 2021",2021,TV-14,111 min,"Dramas, Independent Movies, International Movies","AS BIG CITY LIFE BUZZES AROUND THEM, LONELY SOULS DISCOVER SURPRISING SOURCES OF CONNECTION AND COMPANIONSHIP IN THREE TALES OF LOVE, LOSS AND LONGING."
s32,TV Show,Chicago Party Aunt,,"Lauren Ash, Rory O'Malley, RuPaul Charles, Jill Talley, Ike Barinholtz, Jon Barinholtz, Matthew Craig, Bob Odenkirk, Mike Hagerty, Katie Rich, Chris Witaske",,"September 17, 2021",2021,TV-MA,1 Season,TV Comedies,CHICAGO PARTY AUNT DIANE IS AN IDOLIZED TROUBLEMAKER WITH A TALENT FOR AVOIDING ADULTHOOD — AND A SOFT SPOT FOR HER SOUL-SEARCHING NEPHEW.
s33,TV Show,Sex Education,,"Asa Butterfield, Gillian Anderson, Ncuti Gatwa, Emma Mackey, Connor Swindells, Kedar Williams-Stirling, Alistair Petrie",United Kingdom,"September 17, 2021",2020,TV-MA,3 Seasons,"British TV Shows, International TV Shows, TV Comedies","INSECURE OTIS HAS ALL THE ANSWERS WHEN IT COMES TO SEX ADVICE, THANKS TO HIS THERAPIST MOM. SO REBEL MAEVE PROPOSES A SCHOOL SEX-THERAPY CLINIC."
s34,TV Show,Squid Game,,"Lee Jung-jae, Park Hae-soo, Wi Ha-jun, Oh Young-soo, Jung Ho-yeon, Heo Sung-tae, Kim Joo-ryoung, Tripathi Anupam, You Seong-joo, Lee You-mi",,"September 17, 2021",2021,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Thrillers","HUNDREDS OF CASH-STRAPPED PLAYERS ACCEPT A STRANGE INVITATION TO COMPETE IN CHILDREN'S GAMES. INSIDE, A TEMPTING PRIZE AWAITS — WITH DEADLY HIGH STAKES."
s35,TV Show,Tayo and Little Wizards,,"Dami Lee, Jason Lee, Bommie Catherine Han, Jennifer Waescher, Nancy Kim",,"September 17, 2021",2020,TV-Y7,1 Season,Kids' TV,TAYO SPEEDS INTO AN ADVENTURE WHEN HIS FRIENDS GET KIDNAPPED BY EVIL MAGICIANS INVADING THEIR CITY IN SEARCH OF A MAGICAL GEMSTONE.
s36,Movie,The Father Who Moves Mountains,Daniel Sandu,"Adrian Titieni, Elena Purea, Judith State, Valeriu Andriuță, Tudor Smoleanu, Virgil Aioanei, Radu Botar, Petronela Grigorescu, Bogdan Nechifor, Cristian Bota",,"September 17, 2021",2021,TV-MA,110 min,"Dramas, International Movies, Thrillers","WHEN HIS SON GOES MISSING DURING A SNOWY HIKE IN THE MOUNTAINS, A RETIRED INTELLIGENCE OFFICER WILL STOP AT NOTHING — AND RISK EVERYTHING — TO FIND HIM."
s37,Movie,The Stronghold,Cédric Jimenez,"Gilles Lellouche, Karim Leklou, François Civil, Adèle Exarchopoulos, Kenza Fortas, Cyril Lecomte, Michaël Abiteboul, Idir Azougli, Vincent Darmuzey, Jean-Yves Berteloot",,"September 17, 2021",2021,TV-MA,105 min,"Action & Adventure, Dramas, International Movies","TIRED OF THE SMALL-TIME GRIND, THREE MARSEILLE COPS GET A CHANCE TO BUST A MAJOR DRUG NETWORK. BUT LINES BLUR WHEN A KEY INFORMANT MAKES A BIG ASK."
s38,TV Show,Angry Birds,,"Antti Pääkkönen, Heljä Heikkinen, Lynne Guaglione, Pasi Ruohonen, Rauno Ahonen",Finland,"September 16, 2021",2018,TV-Y7,1 Season,"Kids' TV, TV Comedies","BIRDS RED, CHUCK AND THEIR FEATHERED FRIENDS HAVE LOTS OF ADVENTURES WHILE GUARDING EGGS IN THEIR NEST THAT PESKY PIGS KEEP TRYING TO STEAL."
s39,Movie,Birth of the Dragon,George Nolfi,"Billy Magnussen, Ron Yuan, Qu Jingjing, Terry Chen, Vanness Wu, Jin Xing, Philip Ng, Xia Yu, Yu Xia","China, Canada, United States","September 16, 2021",2017,PG-13,96 min,"Action & Adventure, Dramas","A YOUNG BRUCE LEE ANGERS KUNG FU TRADITIONALISTS BY TEACHING OUTSIDERS, LEADING TO A SHOWDOWN WITH A SHAOLIN MASTER IN THIS FILM BASED ON REAL EVENTS."
s40,TV Show,Chhota Bheem,,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",India,"September 16, 2021",2021,TV-Y7,3 Seasons,Kids' TV,"A BRAVE, ENERGETIC LITTLE BOY WITH SUPERHUMAN POWERS LEADS HIS FRIENDS ON EXCITING ADVENTURES TO GUARD THEIR FELLOW DHOLAKPUR VILLAGERS FROM EVIL."
s41,TV Show,He-Man and the Masters of the Universe,,"Yuri Lowenthal, Kimberly Brooks, Antony Del Rio, Trevor Devall, Ben Diskin, Grey Griffin, David Kaye, Tom Kenny, Judy Alice Lee, Roger Craig Smith, Fred Tatasciore",United States,"September 16, 2021",2021,TV-Y7,1 Season,"Kids' TV, TV Sci-Fi & Fantasy",MIGHTY TEEN ADAM AND HIS HEROIC SQUAD OF MISFITS DISCOVER THE LEGENDARY POWER OF GRAYSKULL — AND THEIR DESTINY TO DEFEND ETERNIA FROM SINISTER SKELETOR.
s42,Movie,Jaws,Steven Spielberg,"Roy Scheider, Robert Shaw, Richard Dreyfuss, Lorraine Gary, Murray Hamilton, Carl Gottlieb, Jeffrey Kramer, Susan Backlinie, Jonathan Filley, Ted Grossman",United States,"September 16, 2021",1975,PG,124 min,"Action & Adventure, Classic Movies, Dramas","WHEN AN INSATIABLE GREAT WHITE SHARK TERRORIZES AMITY ISLAND, A POLICE CHIEF, AN OCEANOGRAPHER AND A GRIZZLED SHARK HUNTER SEEK TO DESTROY THE BEAST."
s43,Movie,Jaws 2,Jeannot Szwarc,"Roy Scheider, Lorraine Gary, Murray Hamilton, Joseph Mascolo, Jeffrey Kramer, Collin Wilcox Paxton, Ann Dusenberry, Mark Gruner, Barry Coe, Susan French",United States,"September 16, 2021",1978,PG,116 min,"Dramas, Horror Movies, Thrillers","FOUR YEARS AFTER THE LAST DEADLY SHARK ATTACKS, POLICE CHIEF MARTIN BRODY FIGHTS TO PROTECT AMITY ISLAND FROM ANOTHER KILLER GREAT WHITE."
s44,Movie,Jaws 3,Joe Alves,"Dennis Quaid, Bess Armstrong, Simon MacCorkindale, Louis Gossett Jr., John Putch, Lea Thompson, P.H. Moriarty, Dan Blasko, Liz Morris, Lisa Maurer",United States,"September 16, 2021",1983,PG,98 min,"Action & Adventure, Horror Movies, Thrillers","AFTER THE STAFF OF A MARINE THEME PARK TRY TO CAPTURE A YOUNG GREAT WHITE SHARK, THEY DISCOVER ITS MOTHER HAS INVADED THE ENCLOSURE AND IS OUT FOR BLOOD."
s45,Movie,Jaws: The Revenge,Joseph Sargent,"Lorraine Gary, Lance Guest, Mario Van Peebles, Karen Young, Michael Caine, Judith Barsi, Mitchell Anderson, Lynn Whitfield",United States,"September 16, 2021",1987,PG-13,91 min,"Action & Adventure, Horror Movies, Thrillers","AFTER ANOTHER DEADLY SHARK ATTACK, ELLEN BRODY HAS HAD ENOUGH OF AMITY ISLAND AND MOVES TO THE CARIBBEAN – BUT A GREAT WHITE SHARK FOLLOWS HER THERE."
s46,Movie,My Heroes Were Cowboys,Tyler Greco,,,"September 16, 2021",2021,PG,23 min,Documentaries,"ROBIN WILTSHIRE'S PAINFUL CHILDHOOD WAS RESCUED BY WESTERNS. NOW HE LIVES ON THE FRONTIER OF HIS DREAMS, TRAINING THE HORSES HE LOVES FOR THE BIG SCREEN."
s47,Movie,Safe House,Daniel Espinosa,"Denzel Washington, Ryan Reynolds, Vera Farmiga, Brendan Gleeson, Sam Shepard, Rubén Blades, Nora Arnezeder, Robert Patrick, Liam Cunningham, Joel Kinnaman","South Africa, United States, Japan","September 16, 2021",2012,R,115 min,Action & Adventure,YOUNG CIA OPERATIVE MATT WESTON MUST GET A DANGEROUS CRIMINAL OUT OF AN AGENCY SAFE HOUSE THAT'S COME UNDER ATTACK AND GET HIM TO A SECURER LOCATION.
s48,TV Show,The Smart Money Woman,Bunmi Ajakaiye,"Osas Ighodaro, Ini Dima-Okojie, Kemi Lala Akindoju, Toni Tones, Ebenezer Eno, Eso Okolocha DIke, Patrick Diabuah, Karibi Fubara, Temisan Emmanuel, Timini Egbuson",,"September 16, 2021",2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","FIVE GLAMOROUS MILLENNIALS STRIVE FOR SUCCESS AS THEY JUGGLE CAREERS, FINANCES, LOVE AND FRIENDSHIPS. BASED ON ARESE UGWU'S 2016 BEST-SELLING NOVEL."
s49,Movie,Training Day,Antoine Fuqua,"Denzel Washington, Ethan Hawke, Scott Glenn, Tom Berenger, Harris Yulin, Raymond J. Barry, Cliff Curtis, Dr. Dre, Snoop Dogg, Macy Gray, Eva Mendes",United States,"September 16, 2021",2001,R,122 min,"Dramas, Thrillers",A ROOKIE COP WITH ONE DAY TO PROVE HIMSELF TO A VETERAN LAPD NARCOTICS OFFICER RECEIVES A CRASH COURSE IN HIS MENTOR'S QUESTIONABLE BRAND OF JUSTICE.
s50,TV Show,Castle and Castle,,"Richard Mofe-Damijo, Dakore Akande, Bimbo Manuel, Blossom Chukwujekwu, Deyemi Okanlawon, Etim Effiong, Denola Grey, Duke Akintola, Eku Edewor, Ade Laoye, Anee Icha, Kevin Ushi, Jude Chukwuka, Amanda Afolabi",Nigeria,"September 15, 2021",2021,TV-MA,2 Seasons,"International TV Shows, TV Dramas","A PAIR OF HIGH-POWERED, SUCCESSFUL LAWYERS FIND THEMSELVES DEFENDING OPPOSITE INTERESTS OF THE JUSTICE SYSTEM, CAUSING A STRAIN ON THEIR HAPPY MARRIAGE."
s51,TV Show,Dharmakshetra,,"Kashmira Irani, Chandan Anand, Dinesh Mehta, Ankit Arora, Pushkar Goggiaa, Anjali Rana, Aarya DharmChand Kumar, Amit Behl, Maleeka Ghai",India,"September 15, 2021",2014,TV-PG,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy","AFTER THE ANCIENT GREAT WAR, THE GOD CHITRAGUPTA OVERSEES A TRIAL TO DETERMINE WHO WERE THE BATTLE'S TRUE HEROES AND VILLAINS."
s52,Movie,InuYasha the Movie 2: The Castle Beyond the Looking Glass,Toshiya Shinohara,"Kappei Yamaguchi, Satsuki Yukino, Mieko Harada, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Noriko Hidaka, Kenichi Ogata, Toshiyuki Morikawa, Izumi Ogami",Japan,"September 15, 2021",2002,TV-14,99 min,"Action & Adventure, Anime Features, International Movies","WITH THEIR BIGGEST FOE SEEMINGLY DEFEATED, INUYASHA AND HIS FRIENDS RETURN TO EVERYDAY LIFE. BUT THE PEACE IS SOON SHATTERED BY AN EMERGING NEW ENEMY."
s53,Movie,InuYasha the Movie 3: Swords of an Honorable Ruler,Toshiya Shinohara,"Kappei Yamaguchi, Satsuki Yukino, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Ken Narita, Akio Otsuka, Kikuko Inoue",Japan,"September 15, 2021",2003,TV-14,99 min,"Action & Adventure, Anime Features, International Movies",THE GREAT DOG DEMON BEAQUEATHED ONE OF THE THREE SWORDS OF THE FANG TO EACH OF HIS TWO SONS. NOW THE EVIL POWER OF THE THIRD SWORD HAS BEEN AWAKENED.
s54,Movie,InuYasha the Movie 4: Fire on the Mystic Island,Toshiya Shinohara,"Kappei Yamaguchi, Satsuki Yukino, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Noriko Hidaka, Ken Narita, Cho, Mamiko Noto, Nobutoshi Canna",Japan,"September 15, 2021",2004,TV-PG,88 min,"Action & Adventure, Anime Features, International Movies","AI, A YOUNG HALF-DEMON WHO HAS ESCAPED FROM HORAI ISLAND TO TRY TO HELP HER PEOPLE, RETURNS WITH POTENTIAL SAVIORS INUYASHA, SESSHOMARU AND KIKYO."
s55,Movie,InuYasha the Movie: Affections Touching Across Time,Toshiya Shinohara,"Kappei Yamaguchi, Satsuki Yukino, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Kenichi Ogata, Noriko Hidaka, Hisako Kyoda, Ken Narita, Tomokazu Seki",Japan,"September 15, 2021",2001,TV-PG,100 min,"Action & Adventure, Anime Features, International Movies","A POWERFUL DEMON HAS BEEN SEALED AWAY FOR 200 YEARS. BUT WHEN THE DEMON'S SON IS AWAKENED, THE FATE OF THE WORLD IS IN JEOPARDY."
s56,TV Show,Nailed It,,"Nicole Byer, Jacques Torres",United States,"September 15, 2021",2021,TV-PG,6 Seasons,Reality TV,"HOME BAKERS WITH A TERRIBLE TRACK RECORD TAKE A CRACK AT RE-CREATING EDIBLE MASTERPIECES FOR A $10,000 PRIZE. IT'S PART REALITY CONTEST, PART HOT MESS."
